hash,basename,experiment_dir,canonical,n_locations,ext
12eb4704a5f55c22,wp3_2_scribal_substitution.py,linear_a_foundry,logos-linear-a-decipherment-foundry:experiments/linear_a_foundry/scripts/wp3_2_scribal_substitution.py,2,py
3249a3e800f46efd,wp4_cross_script_evolution.py,linear_a_foundry,logos-linear-a-decipherment-foundry:experiments/linear_a_foundry/scripts/wp4_cross_script_evolution.py,2,py
dc6d727d8a1f6742,wp6_synthetic_recovery_lab.cpython-311.pyc,linear_a_foundry,logos-linear-a-decipherment-foundry:experiments/linear_a_foundry/scripts/__pycache__/wp6_synthetic_recovery_lab.cpython-311.pyc,2,pyc
af849a66c5b4dfd5,wp7_word_substitution_channel.cpython-311.pyc,linear_a_foundry,logos-linear-a-decipherment-foundry:experiments/linear_a_foundry/scripts/__pycache__/wp7_word_substitution_channel.cpython-311.pyc,2,pyc
ddfb63f44521df42,wp2_segmentation_lever.cpython-311.pyc,linear_a_foundry,logos-linear-a-decipherment-foundry:experiments/linear_a_foundry/scripts/__pycache__/wp2_segmentation_lever.cpython-311.pyc,2,pyc
78dd360a525de182,seal_common.cpython-311.pyc,linear_a_foundry,logos-linear-a-decipherment-foundry:experiments/linear_a_foundry/scripts/__pycache__/seal_common.cpython-311.pyc,1,pyc
73c81d185dcc7d86,wp6_agnostic_search_endtoend_null.cpython-311.pyc,linear_a_foundry,logos-linear-a-decipherment-foundry:experiments/linear_a_foundry/scripts/__pycache__/wp6_agnostic_search_endtoend_null.cpython-311.pyc,2,pyc
10aec76f1e5f546d,wp3_4_morphology_cv.cpython-311.pyc,linear_a_foundry,logos-linear-a-decipherment-foundry:experiments/linear_a_foundry/scripts/__pycache__/wp3_4_morphology_cv.cpython-311.pyc,2,pyc
b5383caf039dfe14,word_units.cpython-311.pyc,linear_a_foundry,logos-linear-a-decipherment-foundry:experiments/linear_a_foundry/scripts/__pycache__/word_units.cpython-311.pyc,2,pyc
44a105257ac4f720,wp5_reduced_seed_bootstrap.cpython-311.pyc,linear_a_foundry,logos-linear-a-decipherment-foundry:experiments/linear_a_foundry/scripts/__pycache__/wp5_reduced_seed_bootstrap.cpython-311.pyc,2,pyc
bebfd3b8cb000ebd,candidate_round1.cpython-311.pyc,linear_a_foundry,logos-linear-a-decipherment-foundry:experiments/linear_a_foundry/scripts/__pycache__/candidate_round1.cpython-311.pyc,1,pyc
27cef332867b18f1,wp3_2_scribal_substitution.cpython-311.pyc,linear_a_foundry,logos-linear-a-decipherment-foundry:experiments/linear_a_foundry/scripts/__pycache__/wp3_2_scribal_substitution.cpython-311.pyc,1,pyc
926a7385a5b10cec,candidate_engine.cpython-311.pyc,linear_a_foundry,logos-linear-a-decipherment-foundry:experiments/linear_a_foundry/scripts/__pycache__/candidate_engine.cpython-311.pyc,1,pyc
ccc99569709e9ae5,wp3_cv_recovery.cpython-311.pyc,linear_a_foundry,logos-linear-a-decipherment-foundry:experiments/linear_a_foundry/scripts/__pycache__/wp3_cv_recovery.cpython-311.pyc,2,pyc
c08b3e43a4915895,wp2_segmentation_lever.json,linear_a_foundry,logos-linear-a-decipherment-foundry:experiments/linear_a_foundry/data/wp2_segmentation_lever.json,2,json
b50a7a575407d358,wp5_reduced_seed_bootstrap.json,linear_a_foundry,logos-linear-a-decipherment-foundry:experiments/linear_a_foundry/data/wp5_reduced_seed_bootstrap.json,2,json
ccc62d1768c73656,wp6_synthetic_recovery_lab.json,linear_a_foundry,logos-linear-a-decipherment-foundry:experiments/linear_a_foundry/data/wp6_synthetic_recovery_lab.json,2,json
b983bae57329671e,seal_5_prospective_registration.json,linear_a_foundry,logos-linear-a-decipherment-foundry:experiments/linear_a_foundry/data/seal_5_prospective_registration.json,1,json
685774d8f020c4b9,seal_1_heldout.json,linear_a_foundry,logos-linear-a-decipherment-foundry:experiments/linear_a_foundry/data/seal_1_heldout.json,1,json
b7cb803ebf01b622,wp3_2_scribal_substitution.json,linear_a_foundry,logos-linear-a-decipherment-foundry:experiments/linear_a_foundry/data/wp3_2_scribal_substitution.json,2,json
7aed021550e934a1,candidate_wordunits.json,linear_a_foundry,logos-linear-a-decipherment-foundry:experiments/linear_a_foundry/data/candidate_wordunits.json,2,json
86c6ebc2aef6ef30,seal_2_heldout.json,linear_a_foundry,logos-linear-a-decipherment-foundry:experiments/linear_a_foundry/data/seal_2_heldout.json,1,json
28c379d1b8ce6ce9,seal_3_heldout.json,linear_a_foundry,logos-linear-a-decipherment-foundry:experiments/linear_a_foundry/data/seal_3_heldout.json,1,json
75f0534f2ef61568,wp4_summary.txt,linear_a_foundry,logos-linear-a-decipherment-foundry:experiments/linear_a_foundry/data/wp4_summary.txt,2,txt
fc4392bfddea02e5,wp3_3_orthographic_alternations.json,linear_a_foundry,logos-linear-a-decipherment-foundry:experiments/linear_a_foundry/data/wp3_3_orthographic_alternations.json,2,json
2bcc47f1afd18e7b,wp5_anchor_inventory_signs.csv,linear_a_foundry,logos-linear-a-decipherment-foundry:experiments/linear_a_foundry/data/wp5_anchor_inventory_signs.csv,2,csv
7df50c1995b2f752,wp3_cv_cluster.json,linear_a_foundry,logos-linear-a-decipherment-foundry:experiments/linear_a_foundry/data/wp3_cv_cluster.json,2,json
23382f519a06244b,wp7_source_register_summary.txt,linear_a_foundry,logos-linear-a-decipherment-foundry:experiments/linear_a_foundry/data/wp7_source_register_summary.txt,2,txt
e8012dc3f38bca83,wp6_agnostic_search_endtoend_null.json,linear_a_foundry,logos-linear-a-decipherment-foundry:experiments/linear_a_foundry/data/wp6_agnostic_search_endtoend_null.json,2,json
51e4b879ceda4857,seal_4_heldout.json,linear_a_foundry,logos-linear-a-decipherment-foundry:experiments/linear_a_foundry/data/seal_4_heldout.json,1,json
8015d0f7ee921d5f,wp3_2b_power_curve.json,linear_a_foundry,logos-linear-a-decipherment-foundry:experiments/linear_a_foundry/data/wp3_2b_power_curve.json,2,json
bb5789bcdfe5c916,wp3_4_morphology_cv.json,linear_a_foundry,logos-linear-a-decipherment-foundry:experiments/linear_a_foundry/data/wp3_4_morphology_cv.json,2,json
df02e1e8023231c4,symmetry_breaking_atlas.json,linear_a_foundry,logos-linear-a-decipherment-foundry:experiments/linear_a_foundry/data/symmetry_breaking_atlas.json,2,json
9adb5fbcb316fa43,wp6_null_scores.json,linear_a_foundry,logos-linear-a-decipherment-foundry:experiments/linear_a_foundry/data/wp6_null_scores.json,2,json
3d21f5c8cb27f64c,wp5_anchor_inventory.json,linear_a_foundry,logos-linear-a-decipherment-foundry:experiments/linear_a_foundry/data/wp5_anchor_inventory.json,2,json
4fa1e6d986fe8cdb,wp7_source_register.csv,linear_a_foundry,logos-linear-a-decipherment-foundry:experiments/linear_a_foundry/data/wp7_source_register.csv,2,csv
8a432936e57986b8,wp1_symmetry_break.json,linear_a_foundry,logos-linear-a-decipherment-foundry:experiments/linear_a_foundry/data/wp1_symmetry_break.json,2,json
52dd4ba72a4f8cdc,wp4_calibration.json,linear_a_foundry,logos-linear-a-decipherment-foundry:experiments/linear_a_foundry/data/wp4_calibration.json,2,json
ce66d8b3a4e9843a,wp7_source_register.json,linear_a_foundry,logos-linear-a-decipherment-foundry:experiments/linear_a_foundry/data/wp7_source_register.json,2,json
8eafd9c13ad3f202,wp8_word_reduced_seed_cv.json,linear_a_foundry,logos-linear-a-decipherment-foundry:experiments/linear_a_foundry/data/wp8_word_reduced_seed_cv.json,2,json
6687c01021051fec,wp5_2_seed_propagation_power_curve.json,linear_a_foundry,logos-linear-a-decipherment-foundry:experiments/linear_a_foundry/data/wp5_2_seed_propagation_power_curve.json,2,json
11f7e636c8204a69,wp3_cv_recovery.json,linear_a_foundry,logos-linear-a-decipherment-foundry:experiments/linear_a_foundry/data/wp3_cv_recovery.json,2,json
f595333d5a4eaa79,wp4_channels.json,linear_a_foundry,logos-linear-a-decipherment-foundry:experiments/linear_a_foundry/data/wp4_channels.json,2,json
1fee13b1de9f3b77,wp7_word_substitution_channel.json,linear_a_foundry,logos-linear-a-decipherment-foundry:experiments/linear_a_foundry/data/wp7_word_substitution_channel.json,2,json
2f64203feda40cb6,la_reduced_value_space.json,linear_a_foundry,logos-linear-a-decipherment-foundry:experiments/linear_a_foundry/data/la_reduced_value_space.json,2,json
55a33d9217bea6d8,candidate_round3_results.json,linear_a_foundry,logos-linear-a-decipherment-foundry:experiments/linear_a_foundry/data/candidate_round3_results.json,2,json
7b9a175c392316b7,candidate_round2_results.json,linear_a_foundry,logos-linear-a-decipherment-foundry:experiments/linear_a_foundry/data/candidate_round2_results.json,2,json
e7729ee39e1401e5,wp4_case_studies.json,linear_a_foundry,logos-linear-a-decipherment-foundry:experiments/linear_a_foundry/data/wp4_case_studies.json,2,json
0a0dd7c96a37d435,wp5_anchor_inventory_records.csv,linear_a_foundry,logos-linear-a-decipherment-foundry:experiments/linear_a_foundry/data/wp5_anchor_inventory_records.csv,2,csv
a741d5845d06a2a4,candidate_round1_results.json,linear_a_foundry,logos-linear-a-decipherment-foundry:experiments/linear_a_foundry/data/candidate_round1_results.json,2,json
edd1e3089c516310,candidate_round3_manifest.json,linear_a_foundry,logos-linear-a-decipherment-foundry:experiments/linear_a_foundry/manifests/candidate_round3_manifest.json,2,json
c5cf64d0c55bb2b3,SEAL_5_prospective_gold_anetaki_II.json,linear_a_foundry,logos-linear-a-decipherment-foundry:experiments/linear_a_foundry/manifests/SEAL_5_prospective_gold_anetaki_II.json,2,json
f9d011ccf382fb2e,SEAL_2_unseen_site.json,linear_a_foundry,logos-linear-a-decipherment-foundry:experiments/linear_a_foundry/manifests/SEAL_2_unseen_site.json,2,json
0e0823b6795ff234,SEAL_1_unseen_inscriptions.json,linear_a_foundry,logos-linear-a-decipherment-foundry:experiments/linear_a_foundry/manifests/SEAL_1_unseen_inscriptions.json,2,json
06a1e917dbd88990,SEAL_3_unseen_formula_family.json,linear_a_foundry,logos-linear-a-decipherment-foundry:experiments/linear_a_foundry/manifests/SEAL_3_unseen_formula_family.json,2,json
ab95d4bcdd28b648,SEALS_INDEX.json,linear_a_foundry,logos-linear-a-decipherment-foundry:experiments/linear_a_foundry/manifests/SEALS_INDEX.json,2,json
221e9f1ec7e804b6,candidate_round2_manifest.json,linear_a_foundry,logos-linear-a-decipherment-foundry:experiments/linear_a_foundry/manifests/candidate_round2_manifest.json,2,json
4f2456fe25c9585d,SEAL_4_masked_notation_reconstruction.json,linear_a_foundry,logos-linear-a-decipherment-foundry:experiments/linear_a_foundry/manifests/SEAL_4_masked_notation_reconstruction.json,2,json
c4dac28a23ad9c27,candidate_round1_prereg.json,linear_a_foundry,logos-linear-a-decipherment-foundry:experiments/linear_a_foundry/prereg/candidate_round1_prereg.json,2,json
7b214bad8b82f60b,candidate_round3_prereg.json,linear_a_foundry,logos-linear-a-decipherment-foundry:experiments/linear_a_foundry/prereg/candidate_round3_prereg.json,2,json
2e67ca0a93a49393,candidate_round2_prereg.json,linear_a_foundry,logos-linear-a-decipherment-foundry:experiments/linear_a_foundry/prereg/candidate_round2_prereg.json,2,json
2dfb27c02738c5b0,SEARCH_RECEIPT.json,linear_a_relative_phonology,logos-linear-a-relative-phonology-seals:experiments/linear_a_relative_phonology/SEARCH_RECEIPT.json,1,json
aced7f0e004835f6,DECISION_LOG.md,linear_a_relative_phonology,logos-linear-a-relative-phonology-seals:experiments/linear_a_relative_phonology/DECISION_LOG.md,1,md
c0518920a22e4177,STATUS.md,linear_a_relative_phonology,logos-linear-a-relative-phonology-seals:experiments/linear_a_relative_phonology/STATUS.md,1,md
5963d805bab2740f,CAMPAIGN.md,linear_a_relative_phonology,logos-linear-a-relative-phonology-seals:experiments/linear_a_relative_phonology/CAMPAIGN.md,1,md
8b4c9148db052848,ASSUMPTION_REGISTER.json,linear_a_relative_phonology,logos-linear-a-relative-phonology-seals:experiments/linear_a_relative_phonology/ASSUMPTION_REGISTER.json,1,json
41d24b5812c0cd76,LICENCE_STATE.json,linear_a_relative_phonology,logos-linear-a-relative-phonology-seals:experiments/linear_a_relative_phonology/LICENCE_STATE.json,1,json
c9905656386f969a,SOURCE_REGISTER.csv,linear_a_relative_phonology,logos-linear-a-relative-phonology-seals:experiments/linear_a_relative_phonology/SOURCE_REGISTER.csv,1,csv
d6d91a706275bc1f,INFORMATION_BUDGET.json,linear_a_relative_phonology,logos-linear-a-relative-phonology-seals:experiments/linear_a_relative_phonology/INFORMATION_BUDGET.json,1,json
d0c7c55cb6f7c118,TASK_LEDGER.yaml,linear_a_relative_phonology,logos-linear-a-relative-phonology-seals:experiments/linear_a_relative_phonology/TASK_LEDGER.yaml,1,yaml
e896b3eb2db781f3,checkpoint_02.md,linear_a_relative_phonology,logos-linear-a-relative-phonology-seals:experiments/linear_a_relative_phonology/CHECKPOINTS/checkpoint_02.md,1,md
5c702076b4887372,checkpoint_03.md,linear_a_relative_phonology,logos-linear-a-relative-phonology-seals:experiments/linear_a_relative_phonology/CHECKPOINTS/checkpoint_03.md,1,md
1e90383c5c616212,checkpoint_01.md,linear_a_relative_phonology,logos-linear-a-relative-phonology-seals:experiments/linear_a_relative_phonology/CHECKPOINTS/checkpoint_01.md,1,md
5a287c86208a9d45,a3_replications.py,linear_a_relative_phonology,logos-linear-a-relative-phonology-seals:experiments/linear_a_relative_phonology/scripts/a3_replications.py,1,py
1b623e2e5726205f,a5_degradation_surface.py,linear_a_relative_phonology,logos-linear-a-relative-phonology-seals:experiments/linear_a_relative_phonology/scripts/a5_degradation_surface.py,1,py
867783ac91cf7008,c4_la_substitution_graph.py,linear_a_relative_phonology,logos-linear-a-relative-phonology-seals:experiments/linear_a_relative_phonology/scripts/c4_la_substitution_graph.py,1,py
1efc62083d345ffb,i1_robustness.py,linear_a_relative_phonology,logos-linear-a-relative-phonology-seals:experiments/linear_a_relative_phonology/scripts/i1_robustness.py,1,py
dd43a76b252c6bea,b3_known_script_segmentation.py,linear_a_relative_phonology,logos-linear-a-relative-phonology-seals:experiments/linear_a_relative_phonology/scripts/b3_known_script_segmentation.py,1,py
19f23df4c6ff45b7,f2_known_script_calibration.py,linear_a_relative_phonology,logos-linear-a-relative-phonology-seals:experiments/linear_a_relative_phonology/scripts/f2_known_script_calibration.py,1,py
8b6a7446a48a179a,k1_adaptive_null.py,linear_a_relative_phonology,logos-linear-a-relative-phonology-seals:experiments/linear_a_relative_phonology/scripts/k1_adaptive_null.py,1,py
95d21db30a80789a,f1_evidence_decomposition.py,linear_a_relative_phonology,logos-linear-a-relative-phonology-seals:experiments/linear_a_relative_phonology/scripts/f1_evidence_decomposition.py,1,py
9a398b4e63b5a2b9,e3_crosssite.py,linear_a_relative_phonology,logos-linear-a-relative-phonology-seals:experiments/linear_a_relative_phonology/scripts/e3_crosssite.py,1,py
435953390372419a,a6_nulls.py,linear_a_relative_phonology,logos-linear-a-relative-phonology-seals:experiments/linear_a_relative_phonology/scripts/a6_nulls.py,1,py
a75c860ca1e5b7fd,g2_high_value_anchors.py,linear_a_relative_phonology,logos-linear-a-relative-phonology-seals:experiments/linear_a_relative_phonology/scripts/g2_high_value_anchors.py,1,py
f884f9ea070638d3,d2_view_ablations.py,linear_a_relative_phonology,logos-linear-a-relative-phonology-seals:experiments/linear_a_relative_phonology/scripts/d2_view_ablations.py,1,py
34e96fcf949ec150,a4_grouped.py,linear_a_relative_phonology,logos-linear-a-relative-phonology-seals:experiments/linear_a_relative_phonology/scripts/a4_grouped.py,1,py
bafefd91eb256bba,g1_anchor_audit.py,linear_a_relative_phonology,logos-linear-a-relative-phonology-seals:experiments/linear_a_relative_phonology/scripts/g1_anchor_audit.py,1,py
a330baa1d0aafb1e,d4_minimal_seed_frontier.py,linear_a_relative_phonology,logos-linear-a-relative-phonology-seals:experiments/linear_a_relative_phonology/scripts/d4_minimal_seed_frontier.py,1,py
32a90a3ce645af46,g3_seed_quality.py,linear_a_relative_phonology,logos-linear-a-relative-phonology-seals:experiments/linear_a_relative_phonology/scripts/g3_seed_quality.py,1,py
71c7b91b8d729f83,d3_seed_propagation_audit.py,linear_a_relative_phonology,logos-linear-a-relative-phonology-seals:experiments/linear_a_relative_phonology/scripts/d3_seed_propagation_audit.py,1,py
5b21f4749c130324,l_ingest_parsers.py,linear_a_relative_phonology,logos-linear-a-relative-phonology-seals:experiments/linear_a_relative_phonology/scripts/l_ingest_parsers.py,1,py
0e289c0b2c54fa29,e4_parameter_reduction.py,linear_a_relative_phonology,logos-linear-a-relative-phonology-seals:experiments/linear_a_relative_phonology/scripts/e4_parameter_reduction.py,1,py
a3e27fd1a3d0ae33,c5_stability_infogain.py,linear_a_relative_phonology,logos-linear-a-relative-phonology-seals:experiments/linear_a_relative_phonology/scripts/c5_stability_infogain.py,1,py
623dcaa274b4e490,h3_candidate_round3.py,linear_a_relative_phonology,logos-linear-a-relative-phonology-seals:experiments/linear_a_relative_phonology/scripts/h3_candidate_round3.py,1,py
fb3fdcb3dcd8971a,l_source_watch_build.py,linear_a_relative_phonology,logos-linear-a-relative-phonology-seals:experiments/linear_a_relative_phonology/scripts/l_source_watch_build.py,1,py
37dd13f76e7f6693,d5_relative_posterior.py,linear_a_relative_phonology,logos-linear-a-relative-phonology-seals:experiments/linear_a_relative_phonology/scripts/d5_relative_posterior.py,1,py
82bb3c2f6d388576,j2_build_seals.py,linear_a_relative_phonology,logos-linear-a-relative-phonology-seals:experiments/linear_a_relative_phonology/scripts/j2_build_seals.py,1,py
b6c1e4cfb101cb58,h1_candidate_round1.py,linear_a_relative_phonology,logos-linear-a-relative-phonology-seals:experiments/linear_a_relative_phonology/scripts/h1_candidate_round1.py,1,py
975884a889a9dbb8,e2_formula_grammar.py,linear_a_relative_phonology,logos-linear-a-relative-phonology-seals:experiments/linear_a_relative_phonology/scripts/e2_formula_grammar.py,1,py
e0c6db7109a06034,e5_wrong_structure.py,linear_a_relative_phonology,logos-linear-a-relative-phonology-seals:experiments/linear_a_relative_phonology/scripts/e5_wrong_structure.py,1,py
24af3d36884dec41,j1_build_exposure.py,linear_a_relative_phonology,logos-linear-a-relative-phonology-seals:experiments/linear_a_relative_phonology/scripts/j1_build_exposure.py,1,py
7aedcf2af0cb1cec,b5_la_segmentation_ensemble.py,linear_a_relative_phonology,logos-linear-a-relative-phonology-seals:experiments/linear_a_relative_phonology/scripts/b5_la_segmentation_ensemble.py,1,py
4530c334a746ef85,g3_compound_systems.py,linear_a_relative_phonology,logos-linear-a-relative-phonology-seals:experiments/linear_a_relative_phonology/scripts/g3_compound_systems.py,1,py
840ad7c44a1c02c1,b4_synthetic_segmentation.py,linear_a_relative_phonology,logos-linear-a-relative-phonology-seals:experiments/linear_a_relative_phonology/scripts/b4_synthetic_segmentation.py,1,py
198b0d1f8600459d,c1_substitution_candidates.py,linear_a_relative_phonology,logos-linear-a-relative-phonology-seals:experiments/linear_a_relative_phonology/scripts/c1_substitution_candidates.py,1,py
5f14a9d97b9c89f3,a1_recompute.py,linear_a_relative_phonology,logos-linear-a-relative-phonology-seals:experiments/linear_a_relative_phonology/scripts/a1_recompute.py,1,py
5a658f65bce54fd4,h2_candidate_round2.py,linear_a_relative_phonology,logos-linear-a-relative-phonology-seals:experiments/linear_a_relative_phonology/scripts/h2_candidate_round2.py,1,py
3c879ddf85571fa4,b1_build_segmentations.py,linear_a_relative_phonology,logos-linear-a-relative-phonology-seals:experiments/linear_a_relative_phonology/scripts/b1_build_segmentations.py,1,py
d5368624160b098b,e1_morphology_models.py,linear_a_relative_phonology,logos-linear-a-relative-phonology-seals:experiments/linear_a_relative_phonology/scripts/e1_morphology_models.py,1,py
698e4c3d771e5187,d1_multiview.py,linear_a_relative_phonology,logos-linear-a-relative-phonology-seals:experiments/linear_a_relative_phonology/scripts/d1_multiview.py,1,py
ea902dbbc1cbec91,i1_agnostic_search.py,linear_a_relative_phonology,logos-linear-a-relative-phonology-seals:experiments/linear_a_relative_phonology/scripts/i1_agnostic_search.py,1,py
0695a3a383f84df3,a2_multiplicity.py,linear_a_relative_phonology,logos-linear-a-relative-phonology-seals:experiments/linear_a_relative_phonology/scripts/a2_multiplicity.py,1,py
5c4ec5098480398c,b6_downstream_causal.py,linear_a_relative_phonology,logos-linear-a-relative-phonology-seals:experiments/linear_a_relative_phonology/scripts/b6_downstream_causal.py,1,py
83f22204d48a7f0f,f4_loso_relative_class.py,linear_a_relative_phonology,logos-linear-a-relative-phonology-seals:experiments/linear_a_relative_phonology/scripts/f4_loso_relative_class.py,1,py
418e0edc32f03fa1,g3_anchor_nulls.py,linear_a_relative_phonology,logos-linear-a-relative-phonology-seals:experiments/linear_a_relative_phonology/scripts/g3_anchor_nulls.py,1,py
bc343b9711ddf132,c3_lb_calibration.py,linear_a_relative_phonology,logos-linear-a-relative-phonology-seals:experiments/linear_a_relative_phonology/scripts/c3_lb_calibration.py,1,py
ee79f067b168e18d,c_audit.py,linear_a_relative_phonology,logos-linear-a-relative-phonology-seals:experiments/linear_a_relative_phonology/scripts/c_audit.py,1,py
1ef4e6c53e38b612,h1_candidate_round1.cpython-311.pyc,linear_a_relative_phonology,logos-linear-a-relative-phonology-seals:experiments/linear_a_relative_phonology/scripts/__pycache__/h1_candidate_round1.cpython-311.pyc,1,pyc
ef5c5b3f5b7a4a6e,c1_substitution_candidates.cpython-311.pyc,linear_a_relative_phonology,logos-linear-a-relative-phonology-seals:experiments/linear_a_relative_phonology/scripts/__pycache__/c1_substitution_candidates.cpython-311.pyc,1,pyc
98e20a787eeb16bc,c5_stability_infogain.cpython-311.pyc,linear_a_relative_phonology,logos-linear-a-relative-phonology-seals:experiments/linear_a_relative_phonology/scripts/__pycache__/c5_stability_infogain.cpython-311.pyc,1,pyc
7b1b9af510674f0e,e1_morphology_models.cpython-311.pyc,linear_a_relative_phonology,logos-linear-a-relative-phonology-seals:experiments/linear_a_relative_phonology/scripts/__pycache__/e1_morphology_models.cpython-311.pyc,1,pyc
a63bd5ec08034b7f,c4_la_substitution_graph.cpython-311.pyc,linear_a_relative_phonology,logos-linear-a-relative-phonology-seals:experiments/linear_a_relative_phonology/scripts/__pycache__/c4_la_substitution_graph.cpython-311.pyc,1,pyc
f60c7a7a895a5768,d3_seed_propagation_audit.cpython-311.pyc,linear_a_relative_phonology,logos-linear-a-relative-phonology-seals:experiments/linear_a_relative_phonology/scripts/__pycache__/d3_seed_propagation_audit.cpython-311.pyc,1,pyc
59a444748b0848ef,c3_lb_calibration.cpython-311.pyc,linear_a_relative_phonology,logos-linear-a-relative-phonology-seals:experiments/linear_a_relative_phonology/scripts/__pycache__/c3_lb_calibration.cpython-311.pyc,1,pyc
3b761a6f5cd3925e,l_ingest_parsers.cpython-311.pyc,linear_a_relative_phonology,logos-linear-a-relative-phonology-seals:experiments/linear_a_relative_phonology/scripts/__pycache__/l_ingest_parsers.cpython-311.pyc,1,pyc
2270a48f2066bb87,a1_recompute.cpython-311.pyc,linear_a_relative_phonology,logos-linear-a-relative-phonology-seals:experiments/linear_a_relative_phonology/scripts/__pycache__/a1_recompute.cpython-311.pyc,1,pyc
454abe649709039b,b4_synthetic_segmentation.cpython-311.pyc,linear_a_relative_phonology,logos-linear-a-relative-phonology-seals:experiments/linear_a_relative_phonology/scripts/__pycache__/b4_synthetic_segmentation.cpython-311.pyc,1,pyc
3bd503f2a0afdf16,a3_replications.cpython-311.pyc,linear_a_relative_phonology,logos-linear-a-relative-phonology-seals:experiments/linear_a_relative_phonology/scripts/__pycache__/a3_replications.cpython-311.pyc,1,pyc
8ff8bbc4b734ff37,i1_agnostic_search.cpython-311.pyc,linear_a_relative_phonology,logos-linear-a-relative-phonology-seals:experiments/linear_a_relative_phonology/scripts/__pycache__/i1_agnostic_search.cpython-311.pyc,1,pyc
c5b80227e1b4a2ba,a2_multiplicity.cpython-311.pyc,linear_a_relative_phonology,logos-linear-a-relative-phonology-seals:experiments/linear_a_relative_phonology/scripts/__pycache__/a2_multiplicity.cpython-311.pyc,1,pyc
77f7708d79ca5177,b3_known_script_segmentation.cpython-311.pyc,linear_a_relative_phonology,logos-linear-a-relative-phonology-seals:experiments/linear_a_relative_phonology/scripts/__pycache__/b3_known_script_segmentation.cpython-311.pyc,1,pyc
b3e191243a47038c,d1_multiview.cpython-311.pyc,linear_a_relative_phonology,logos-linear-a-relative-phonology-seals:experiments/linear_a_relative_phonology/scripts/__pycache__/d1_multiview.cpython-311.pyc,1,pyc
5d208772cb946085,test_l_ingest_readiness.py,linear_a_relative_phonology,logos-linear-a-relative-phonology-seals:experiments/linear_a_relative_phonology/tests/test_l_ingest_readiness.py,1,py
1e3fb1bc0817ad12,B_SEGMENTATION_REPRESENTATIONS.md,linear_a_relative_phonology,logos-linear-a-relative-phonology-seals:experiments/linear_a_relative_phonology/reports/B_SEGMENTATION_REPRESENTATIONS.md,1,md
e77ba4ca9ff2a00b,B_SYNTHETIC_SEGMENTATION.md,linear_a_relative_phonology,logos-linear-a-relative-phonology-seals:experiments/linear_a_relative_phonology/reports/B_SYNTHETIC_SEGMENTATION.md,1,md
a98eeac6c015d265,WAVE3_SYNTHESIS.md,linear_a_relative_phonology,logos-linear-a-relative-phonology-seals:experiments/linear_a_relative_phonology/reports/WAVE3_SYNTHESIS.md,1,md
63a8c846d3296ad0,WAVE2_SYNTHESIS.md,linear_a_relative_phonology,logos-linear-a-relative-phonology-seals:experiments/linear_a_relative_phonology/reports/WAVE2_SYNTHESIS.md,1,md
0d932991fa3f4ec9,M_SYNTHESIS.md,linear_a_relative_phonology,logos-linear-a-relative-phonology-seals:experiments/linear_a_relative_phonology/reports/M_SYNTHESIS.md,1,md
9b4065553b227f51,F_RELATIVE_CLASS_COMPATIBILITY.md,linear_a_relative_phonology,logos-linear-a-relative-phonology-seals:experiments/linear_a_relative_phonology/reports/F_RELATIVE_CLASS_COMPATIBILITY.md,1,md
f30b5bd887d83c0f,F_LINEAR_A_LINEAR_B_SUBSETS.md,linear_a_relative_phonology,logos-linear-a-relative-phonology-seals:experiments/linear_a_relative_phonology/reports/F_LINEAR_A_LINEAR_B_SUBSETS.md,1,md
609e05e2e7f23ceb,D_VIEW_ABLATIONS.md,linear_a_relative_phonology,logos-linear-a-relative-phonology-seals:experiments/linear_a_relative_phonology/reports/D_VIEW_ABLATIONS.md,1,md
e7a36bcc6b1d25a5,E_CROSS_SITE_GENERALIZATION.md,linear_a_relative_phonology,logos-linear-a-relative-phonology-seals:experiments/linear_a_relative_phonology/reports/E_CROSS_SITE_GENERALIZATION.md,1,md
1d917ba05fa5cdb1,J_SEAL_REGISTER.md,linear_a_relative_phonology,logos-linear-a-relative-phonology-seals:experiments/linear_a_relative_phonology/reports/J_SEAL_REGISTER.md,1,md
fff9d3fae6fe9f3d,F_KNOWN_SCRIPT_CALIBRATION.md,linear_a_relative_phonology,logos-linear-a-relative-phonology-seals:experiments/linear_a_relative_phonology/reports/F_KNOWN_SCRIPT_CALIBRATION.md,1,md
ef270c3a536599f9,M_FINAL_VERDICT.md,linear_a_relative_phonology,logos-linear-a-relative-phonology-seals:experiments/linear_a_relative_phonology/reports/M_FINAL_VERDICT.md,1,md
5e5ead992f1d053b,B_KNOWN_SCRIPT_BOUNDARY_RECOVERY.md,linear_a_relative_phonology,logos-linear-a-relative-phonology-seals:experiments/linear_a_relative_phonology/reports/B_KNOWN_SCRIPT_BOUNDARY_RECOVERY.md,1,md
c9c05264372e5224,G_COMPOUND_SYSTEMS.md,linear_a_relative_phonology,logos-linear-a-relative-phonology-seals:experiments/linear_a_relative_phonology/reports/G_COMPOUND_SYSTEMS.md,1,md
1edf8aadb5dfb457,WAVE4_SYNTHESIS.md,linear_a_relative_phonology,logos-linear-a-relative-phonology-seals:experiments/linear_a_relative_phonology/reports/WAVE4_SYNTHESIS.md,1,md
